Company,Brief Description,Protein Category,Company Focus,Company type,Technology Focus,Product Type,Animal-Type Analog,Ingredient Type,Operating Regions,Country/Region,State,City,Website,Year Founded,Founders,Logo
IRA NOAH,"Malaysia-based company that produces plant-based and hybrid meat-plant products, primarily under the brand ""Nanka""",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,"Beef/veal,Chicken","Jackfruit,Mushrooms",Asia Pacific,Malaysia,,,https://nanka.in/,2015,,Nanka-Logo_2.webp (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/MZeTAu8RDumoamLYT5tvDQ/sRHCLnp-nDuk7AXEHCnaNzb00Xs8FZ5wXrM9CDPNkBHzgprEeduId_NlZVGN4WewCFKPD84JEbuwykWFjbMjEJS-BH9mHl1OaHn7hUb6GuzRSvjI_F4rScQcBrMvQFkOunlZHlHhZGMIfu8u44_HaQ/v7sU9ZDTdoVZxdWNAc4XKp0Xf9UbD_IeX8cw9CqL4bM)
Sooper Vegan,"Sri Lanka-based company that produces various soy-based vegetarian/vegan products, including meat patties and milk",Plant-based,"Meat,Dairy",Specialized (focused on alternative proteins),End product formulation and manufacturing,"Ground meat/seafood,Milk",,Soy,Asia Pacific,Sri Lanka,,,https://www.facebook.com/SupersunVegeproducts/,1990,,
THE PACK,U.K.-based company producing nutritionally-complete plant-based dog food ,Plant-based,"Meat,Seafood",Specialized (focused on alternative proteins),End product formulation and manufacturing,Pet food,"Fish,Chicken,Beef/veal","Pea,Beans",Europe,United Kingdom,,London,https://thepackpet.com/,2020,"Damien Clarkson, Judy Nadel",the pack.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/kKm5rRrnlJgAQ90d9jLu1w/KGvOQY7eBK1gFULucRVj6-jrwxZFBMzeCXwfXbtnhtngu_TVoSocFRX6Iwx2j19WEDahjkgv9IIsASxyFtgBCLgyrqMqhVYou2ALDJUfFHhXpRQ0ZuczpGqfyeBjx1eqTdajU_lXlbeEhmAuE3-3aQ/VgX_Lb-z94efXx-EKcGDn7zNNePIDmciU2E8IxfC1pc)
"V-Dog, Inc.","U.S.-based manufacturer and wholesaler that produces plant-based dog food, treats, and chews, primarily under the brands ""V-Planet"" and ""KindKibble""",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Pet food,,"Pea,Lentils,Quinoa","Europe,U.S. and Canada,Asia Pacific",United States,California,San Francisco,www.v-dog.com,2005,,
Sadia Veg&Tal ,"Brazil-based subsidiary of BRF, providing plant based meat products and ready-to-eat meals. ",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Ground meat/seafood,Other","Beef/veal,Chicken",,Latin America,Brazil,,São Paulo,https://www.sadia.com.br/vegtal/,1934,,Screenshot 2023-09-30 115657.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/Yl4ovzAL_hy0CdXC9fgK-g/JgySaPrGXU04ry8sHkds2q-kQyfURMOF3lt9tPkQvn-jgp1GWO476MIp6UKPYAzUn2Rb0PPIkM7hmU_OmgzXs0HYg5TX1caF74IY8FG1o5mt0hviq4ruiSv3wxLNpAIEZS3_pWNb_62c8DjSsFOarPJYH7DYis3nRkYXLtXuiP4/zuUQLRtohRc1imODi8VYrmwHjprcTYXPSLwm7ZqlEQo)
Amazonika Mundi,"Brazil-based company producing various plant-based meat products, including burgers and meatballs, using Brazilian vegetables and fruits",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Ground meat/seafood,Other meat/seafood","Beef/veal,Pork","Cashew,Quinoa,Chickpea",Latin America,Brazil,,Niterói,https://amazonikamundi.com.br/,2012,Thiago and Bruno Rosolem,1615472137731.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/I57ak3Lxn-iGvnljUCGiPw/kabIAkBzolimvmz77jaCW1aLUQ4UW_HR830h6aPZCNYflh0OJaOVNAd-_hEnoKtnbvEqTMpjLnrZurGN8r_a3ufeX48w5ZglUvxGb8gclwaVYmlMYognoC90_K6qsdK5Wmaj5vCSMF-jqpEMGs1Rdg/k6PwIPinuOYPf6pZoYUwF6lhxhdpBdQ6rTPOJkGnIWs)
Cajueiro do Brasil,Brazil-based producer of cashew milk. ,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Milk,,Cashew,Latin America,Brazil,,Natal,https://cajueiro.com.vc/,2016,Remy Dantas,1593636016470.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/Ed8ZyYIirvvHGC9NFL6I1A/Xjf9reU4vF-vDpMbKazs3CExo6JbPSH9KJZD8LhT4TW_GBxrc76MCxqgLQrPZtts7qC1IxauzhnYUZDo5sNrDzpzShAP7HHf3N7bln5Kp42I3VnodY8gi7T_tcXB42ajF-dkXnZwmHocDNezO-qvOA/hFaG5fRS8NrrgHi81foMNyM5-t9Xvk78T6-l2TU9P-k)
BASI.CO PLANT FOOD,"Brazil-based producer of plant-based dairy products, primarily cheeses. ",Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Cheese,Other dairy",,"Macadamia,Cashew,Coconut,Potato,Sunflower,Seaweed,Yeast",Latin America,Brazil,,Rio de Janeiro,https://basicoplantfood.com.br/,2017,"Cintia Lombardi, Marcelo Ribeiro",
Queijos da Terra,Brazilian producer of plant-based cheese. ,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Cheese,,"Cashew,Macadamia",Latin America,Brazil,,São Paulo,https://www.linkedin.com/company/queijos-da-terra/,2020,Ilton Barros Daltro de Castro,1643131595545.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/7S4hrPf2z9iJ9fi__NA1uw/QYA2jjxCY1xuJDbvj_W8CrXevIb18nmmmKvTBvQHjrQRL1Nhq12F1X0CMYR-s13n1Nc_VmOUFhdPkCyr06HiEQDmKPl2yvDtsVAzT1Du4MGphZlWPyDkBzZKNuGCj3v6O0OMdhhJ2QvyFu4fKfFAVw/58WGWnA5eHT8ybpQTDet7kkezgBuN_H_d6SR4vLmqgU)
Natura Veg,Brazil-based producer of meltable dairy-free cheese. ,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Cheese,,"Algae,Palm",Latin America,Brazil,,São José dos Pinhais,https://naturaveg.com.br/site/,2005,,1613392233466.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/JOUPmxw8hya7U69nQZYJbw/wFjA046pb2pL60AZ2sYtWRcvBELfbmSRdAKNRz_436sM-TyM1ThcnyF_wYQMma_CmD52PLYMKKHs0g2H27IbH8sC9VacFqxA6z9D5PpE2BgF58tfXEuvspeVLDjbdSLpRc5lO3yCByv_nDsM020DjQ/HyujUhypERRkoA08sLuq5sCIIhGn6ik9jvomu4XEa6Y)
La Fauxmagerie,UK-based plant-based cheese seller that also produces a line of artisanal cheeses. 	,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Cheese,,"Almond,Rice,Tapioca,Yeast,Soy,Mushrooms,Coconut",Europe,United Kingdom,,London,https://lafauxmagerie.com/,2019,"Rachel Stevens, Charlotte Stevens",1627520004401.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/i5_jaIzMo9gOv9_Hc-_7_w/KWlK-PYyUM5jQwxwpC8wHedwsG34obL9BLAEs-oWlFg8PYr_GWCev-Yfhf-eviP6AlDZbAajewTZV4SccyfV0ElOR6lMXOFd3ni0wkTKDqSdKzIgNGQK8mnEipYARyzXtEeRWImDWCDSLrwrv5HTKA/ZZzDeM_U0hGsarg6ha9Ub51DorOVbcELwfAW-xGPBgM)
Ovegg,Brazilian producer of a plant-based egg product. ,Plant-based,Eggs,Specialized (focused on alternative proteins),End product formulation and manufacturing,Eggs,,,Latin America,Brazil,,,https://www.facebook.com/0vegg,2019,,
Liven Proteins Corp.,"Canada-based precision fermentation company offering novel functional protein ingredients that can be used by the plant-based food industry to enhance the sensory qualities of food formulations. They make animal-free protein ingredients with identical textures and functional properties as animal proteins. Liven’s protein ingredients are produced by fermenting agri-food co-products, creating a circular economy.",Precision fermentation,"Ingredients and inputs,Seafood",Specialized (focused on alternative proteins),Ingredient optimization,,,,U.S. and Canada,Canada,,Toronto,https://livenproteins.ca,2020,"Fei Luo, Pratish Gawand",1641106368388.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/-DCD3hZjJzOJXxYm6J7yGQ/1AECcUnjI_femUkEZc_ZX3WiciuBzUVEUJKGE3lYWL5IajiXbXGvPqjLSD8s3wEXy6fY-bjeDs-yav5DWAU5EPshaFsWC1rO6qKxskpRvzwGxOEREYr12kdD1TcnOKdkg4lZbWGsQWS9_R_D8HDUXQ/wWPDAYtQU1ya5N05rH_Wig5UES84p0-t5Ee8hSUl6ko)
MayaMilk,Turkey-based company that uses precision fermentation to produce animal-free dairy proteins and fats with the same sensory experience that animal-based dairy provides,Precision fermentation,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Milk,,,"Africa/Middle East,U.S. and Canada",Turkey,,Izmir,https://www.mayamilk.com,2021,Murat Badur,1632405325707.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/MvNWv4xmuifsJqsZ-xTuHA/e-Fhbf8aMO4RUbW6-oqnMjPwrYB_Rk8qXWnVZfeIFbdWRp6GgclcmMZsuIxXFwZYGuu13p8zuJQCKJNdMzJL8nba_6vs3COcYgl209T83ZwnsD1YU-8oq29eZNgfLo2hBHUC2tqLbVjmvxmlVDzmUQ/ZKDx-LCF009kkO1FCBks8j7S4aLTdK7n7heSGtWcv2g)
Phyx44 Labs ,India-based company that produces animal-free dairy proteins & fats to recreate milk,Precision fermentation,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Milk,Other dairy,Oils and fats",,,Asia Pacific,India ,,Bangalore,https://www.phyx44.com,2021,,1667973030042.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/SJbuBZTC-kRPvVc-L8rwFg/KD7q3xkPEReswqmS8Cpn2dZxYqMB8pcqLBvTU-TItMwfjVfONpWmV5pA98QIcmmv2NazJYgwvKwnZ1Xx4MdxEZYDkvnz33HZA-flvClY4dwV6SZb3cPzD3L4MLjxBrEychIDLyZ7-myQR6MYjBXmKA/vCbeIKAPl1vLWukVdNi5_Z3a_2erXATJ-lIk9xh3VjI)
Fisheroo,"Singapore-based company using cellular agriculture technology to create surimi, a minced fish paste commonly found in East Asian cuisine",Cultivated,Seafood,Specialized (focused on alternative proteins),End product formulation and manufacturing,Whole muscle meat/seafood,Fish,,Asia Pacific,Singapore,,Singapore,https://www.fisheroo.co,2021,"Chua Yu Xiang Aaron, Jian Bin Tan, Nicholas Chia",fisheroo.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/ffGelTO5-RCRmxxyTCT2mA/hWk4GS4jyECw-eLqW65fKXqPuJUOCf0MIM8dkhs3YfpqZvgqEmDihqWqHUxAY-tBdpa801fWkEwV7NuduBvIi0GDGsRvoijVUiRAOEKkfPdzHdwlk1vJ4R-dUKbUJ9qJNAlB7StRrTAamGdioB_Tpw/lUIJcbDYaSldX0NPgbNxt5J0Nw3SoZzsYrb67_LV2Zk)
Monkeys by the Sea ,Plant-based seafood in the Netherlands. ,Plant-based,Seafood,Specialized (focused on alternative proteins),End product formulation and manufacturing,,Fish,,Europe,Netherlands,,Bergen op Zoom,https://monkeysbythesea.com/,2021,,1633548577824.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/tztdRstFxMPU3Y7NNc4kEg/E16Vwr5RTLp0CvB6iqucMOgeyTtUyFTPDkHUE5agwhqo3mHOFXGEF1KOAYvJIw0omh6hNftV9FSGvvEv0cOf9otitYaxK1GrOnvGqKH1kVOak0ij_uQRHDYbbZh-cO5uQH4RQ5iAzy3ltPlIk-u1_A/EIbC9JWSty305EalTglByoQPgUe-Z2l37B0zpJYvT3c)
Ocean Secrets,Israel-based company producing vegan caviar.,Plant-based,Seafood,Specialized (focused on alternative proteins),End product formulation and manufacturing,Other meat/seafood,Other,"Soy,Canola,Seaweed",Africa/Middle East,Israel,,Kiryat Bialik,https://www.oceansecrets.co.il/about.html,2008,,logo (3).png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/1ynQ8UZKxVWRLcwlzl7CsQ/rWv6fEuXitaE5wHFj2wGRy8X9z6TF3YByDHze2jR7l2sUfs3sE8UQVV-LEDBwn9KUk-iTQD3pcsg24vBFOe7xllu4r62dAbk-EJJgT6APYyNNcjC766t2h5yLh4fQv5cxI6CxJf7t6Rn-Q8p6cWoUw/Flf9TMuwnFaLPsEZQZsq-vIjPrEgTXj7TxcK1WHgrq4)
"Shiru, Inc.","US-based biotechnology research startup aimed at creating sustainable functional ingredients, starting with gelatin and egg replacements, for alternative proteins and other plant-based foods.",Precision fermentation,"Meat,Dairy,Eggs,Ingredients and inputs",Specialized (focused on alternative proteins),"Ingredient optimization,Target molecule selection",Ingredients,,Other,U.S. and Canada,United States,California,Alameda,https://www.shiru.com/,2019,Dr. Jasmin Hume,Shiru Stacked Logo Green@2x (1).png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/A5lij5NvjtjXYrvILniMmQ/J46OPunPrFqGmIC4j4WV2G6lq1J4voaioALvo3qizRlVNy-RwiykcB2Ta-Y_W69T8M_3NNZo7K5bB32Q_08VrLZXzGh7-n03HtxNdPU5C8SzlEbN0AeTY81-tsKdb4mvJYTjMQ40vuDwwXyFdSTfsF3RRCTu4IXyuOxBrS72wmk/b23pK0zRSa_rBKRdpnfDqOuqcbjKRJz7JBmNS_KgYC0)
Plant Ahead,Canadian company making plant based cheeses. ,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Cheese,,,U.S. and Canada,Canada,,Montreal,www.plantaheadvegan.com,2019,Weins Distributing,Plant Ahead Logo.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/hp9BVD0-QOsFBwNhDLArZg/qLkduPrkK08JpdXoPrn4Fzuc6ZiLfawnmtz30kN5q2Wcv6gZouEnHfB6-KVDMzWH0A5ALb5P0mn5zJStIgNA23CwkqaBi02UACDsIOymni8DlrtCNBaOlB5ETASSfWBoDPvqzZC2Lvik0h9aXWbmWA/1STnZv9zaSy8QYR8wirMtp2sxuT3lIBLzN8SO57HWuU)
"Luyef Biotechnologies, Inc. ",Chile-based cell-based meat company that has developed myoglobin protein to provide the flavor and aroma of real meat for plant-based meat alternatives and is also working on hybrid plant-based and cultivated meat products using an algae scaffold ,Cultivated,Meat,Specialized (focused on alternative proteins),"Bioprocess design,Scaffolding and structure",,,,Latin America,Chile,,Santiago,https://luyef.com,2020,"Dr. Andrea Villanueva, Dr. Kris Blanchard, Pamela Barroso",Sb0d3khM2SHfMGAEPMzAyli8omS1636964510900_200x200.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/Ys28gzs2L5a4p95ZbaZbig/BaTCL7XJaYrcXg8aRR121YRH16nvB6I1y9AmzUfG0JB7BCO5_wDI4jOaT-ICdm2pIA9IZRlEHm1FkX1Dpub5B8tcYM0P2hSWHAYDeooh9JDjwvyCiYlu7IciDNglHsRYrQozCZ3lorAgJZZC-kUNwiguEb5N_oPo1CGJZ_pkZaLCKenT2nFpGJ5FIy2jSG3m/gi0WH6mReLoqFagPGuuBLf32xLx2mQQ21aTqhh3tGvg)
The VERY Food Co. ,VERY replace eggs and dairy in culinary applications.,Plant-based,"Eggs,Dairy",Specialized (focused on alternative proteins),End product formulation and manufacturing,"Other dairy,Eggs",,,Europe,France,,Paris,https://www.theveryfood.co,2021,Arnaud Delacour,Screenshot 2021-11-22 at 16.06.38.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/p5ZwAkLoYujtsq5SHTKntw/hc9bJXDrntUwIdoRtjb4acCujGk-2T9ud_VBVxQvTuiyEfRrQ57P021kY-f0cN4dj3ZM7mulOLWvCvC93c1UHeC0wo0upbqIURxoaYMoCv0jNRcI4zd5-mElye8jNvWYTIaWxD1cb-rriClX81yRvHdD1Pq6G9poY99_4ZIkJbs/Pc7r5JO_Afklpd1003OmXoijlZT16ETADVW8u7jiTJY)
YOFI Drinks,France-based company creating organic plant-based milk alternatives with peas,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Milk,,Pea,Europe,France,,Paris,https://www.yofi.bio/,2021, Benjamin Blum-Boukozba,YOFI-Logo-White-05_1a2eba1c-9974-46dd-bf21-b6a6a1ee6727_120x.avif (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/lMn0EvM8E7YvB1utNWKzoQ/xktE8PiI3Qc1Hc-OnftzGRFeP0K3eWxOjgJAlbruNW96g2SW9tHiFZiqbxaCfGYttwxy90-0bTVNOTsMcLLqr1aH30BlDV-GfihrMejwmGJtpKl2BP0r3VFc-Ddpidx5cTsp83P1fQ1o7QJW9I4KVyTcW9y4YffRBHsiR1CeSCj1mwRn8e3pExeuOelFK-pyXbDvZzealjECXlaM664Ufg/TvdWKmvOIEWGGBGdrjfYrXMF3nAnT2mbXfCSCbAUeXY)
Be Leaf Corp. ,"U.S.-based company that produces plant-based food products, including meat (e.g. shrimp, bacon, chicken), eggs, and seasonings",Plant-based,"Meat,Eggs,Seafood",Specialized (focused on alternative proteins),End product formulation and manufacturing,"Whole muscle meat/seafood,Eggs,Ground meat/seafood,Other meat/seafood",Shellfish,Soy,"U.S. and Canada,Asia Pacific",United States,California,,https://www.beleafvegan.com/,2017,,
Before the Butcher (BTB) Foods,"U.S.-based company producing various types of plant-based burgers, under the brands ""UNCUT"" and ""Mainstream""",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,"Beef/veal,Chicken",Soy,U.S. and Canada,United States,California,San Diego,https://btbfoods.com/,2017,Danny O'Malley,1683564670775.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/BMbmrjR87iDDNNWsLWe-Bw/XdTGjMwYSD0tx6Lw8n-eyJJrdOdcFggJwB1oIypRGxOoWoLBhA1_VNsn3Y-Pl2XzEeQHGus2ARwGZcz766uS5T204unMpJy4xYMoU3FIYAhPi7kdnqD3w0ZY0sbIp8j4ob3nQ02zuCE-46J6AMoV9A/ngdXW7GQ2pgmQxAlGphIh2CJ5Bx6wOYVAbOkIlN1B7A)
Big Mountain Foods,"Canada-based company that produces plant-based food products, including crumbles and patties",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,,"Pea,Potato",U.S. and Canada,Canada,,Vancouver,https://bigmountainfoods.com,1987,,1664901976077.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/3cX441VWDRpRkciUUaXOzg/Y_QOvRGycFabf9N_GuN8epbmVHVPXOYcufZcuBrUWDBGHd4t-bYG46AzEalNG7EJ69A4wOraGBl-Ei9rB9busVKnENBbJwoZQLK6fHAWlDfCmJqF1T4DiTDpyeIp6UnIMFGVoIIgzHXVliiORAVd-A/CfXS6R8Ilv_WmPqRFSeENKjnzzZJzC-UROZdSxMwCiM)
Brotalia / Grupo Foody's ,"Spain-based company that produces plant-based meat products, including burger patties under the brand ""Anti-Burger""",Plant-based,"Meat,Seafood",Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,"Beef/veal,Chicken,Fish",Pea,Europe,Spain,,Navarra,https://www.somosfoodys.com/,2020,,1683028147286.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/qrEQS9-h8mdP0GdbAMRZ-A/aJYGeXyxeN6xr10-TMVqsVumZyOxnkpDgG9aOdnFxapc0JyM_QCz6Md0zCZ2kY-ppUQwOk8PKGc4jMlNmXUbqS-g7DSZX8LCbpVWKw4gBGgLfux6t3aroQH1XRU0PgiAAJROC6Si5E8RO0C_jXcEXA/X2-wY6HUuRltsccOyGLovTWk6NTzLbyJ-FTI8gWxCrg)
CHKN Not Chicken,U.S.-based company that produces plant-based chicken ,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,Chicken,Pea,U.S. and Canada,United States,Oregon,Portland,https://chknnotchicken.com,2019,Brian Pope,1587686174045.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/Fgx6Di_9U8iTcXw4XRAjUw/baMau8XvObolRRSOmtzZJJNCqiOwfxq4NZDUzvKydGXaprGGkbcxiog0fHvdWMbKxQVaz63syU1KhUqewe-yS1sEnzYSpTuvyoQUhugdtrDChBnDsmrwUvrLoDqT0QTnZuO9OnfxZg-asS4JD1neDA/e_6csj0aFzqYE7WBLUhu6F0lZKG4eOs_3QajmiSjQ2M)
Gourmet Evolution Foods,U.S.-based company that produces plant-based deli sliced meat,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Other meat/seafood,"Beef/veal,Pork,Turkey",Pea,U.S. and Canada,United States,Florida,Coral Gables,http://www.gourmetevolutionfoods.com,2019,,
GreenLeaf Foods,"U.S.-based company that produces a wide variety of plant-based meat and dairy products under the brands ""Lightlife"" and ""Field Roast Grain Meat Co.""",Plant-based,"Meat,Dairy",Specialized (focused on alternative proteins),End product formulation and manufacturing,,,"Pea,Wheat",U.S. and Canada,United States,Illinois,Lisle,https://www.greenleaffoods.com/,2018,,
NewFields,U.S.-based company that produces wholesale plant-based cheese products.,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Cheese,,,U.S. and Canada,United States,Wisconsin,Whitehall,https://www.newfieldscheese.com/products,1999,,nf_logo_hor_tagline_5565_404_7527.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/f0p5_1dwKD64F_exHPPveQ/pZ6WrOGUOrZEbKlVGjWV0xk4UNTogVYWCDTBca0e2fz5lkSEGqhKDnY9MsiJg-vujR8xcWhl0u2-4FxFr7BFEVkwyB_O-bob0-FSDZ-UfR9xC5pT4_oxY_-2ScIxgHoJykRqk1sOXNVkH4aReo2Pc030zLo0-6-1IIHO9ix82zE3ENZqaD0gyjjhMcoyPYWy/Bhtth-bpymPkS_vbFgL2QJIHM7jgO25_YhnhdzVh0E8)
Plant - It,Ireland-based company that produces plant-based meat products; partners with Trees on the Land to plant trees for each product sold. ,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,,Wheat,Europe,Ireland,,Dublin,https://www.plantit.com,2019,,
Plant Perks ,U.S.-based company that produces plant-based cheese spreads and dips,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Cheese,Other dairy",,Cashew,U.S. and Canada,United States,Montana,Missoula,https://www.plantperks.com/,2017,Tiffany Perkins,plant_perks_logo.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/pQ8QB8rKx_WZ_6AR8Q8awQ/fWw_4ySnEtU5UOO_QSisg2SJ9i1ETR6xCOCkmjesLIPE1b-vyTG2NqD49IcE_URYJ3F0brcUs-tSn6Flu1Gz9hg8BaO70506jX6PNecTwwzKsYhB0pcqjxp0F75QO5cU9Mz6U7OwGNrNcykuRSIscw/CmPYym2MsnUMJU8KTbN_belYPrXclXONPtT_FAfDTkk)
Prefera Foods,"U.S.-based company that produces plant-based meat and seafood products, primarily through the brands ""Unfished"" and ""Green Course""",Plant-based,"Seafood,Meat",Specialized (focused on alternative proteins),End product formulation and manufacturing,"Other meat/seafood,Ground meat/seafood","Tuna,Beef/veal","Soy,Pea","U.S. and Canada,Europe",United States,Illinois,Elk Grove Village,https://prefera-foods.us,2009,,prefera_foods_logo.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/JrdtA7VfQre8MlTWIVQ0OA/QhE_iYNeJbM3_nYLM3GfiBrztwXgn0ITkQ5tOjVaaCmV19p0RBCyDIQpuwY6Rz-7_msjhsOmbx_FkcDBYQIa2bNz9fcDGv5pXjhOr7gVjrpMVhbl5EkeW5qu49WVhRifBfBJbXLk30MnjHLWDQLblRQeHojq9rjOwsgNDAEBfdo/zclJi5LWSB9VCOXBVDclpGszvkKfsBtKFocb0r6BYEk)
RevoluGreen! Vegan Protein,Spain-based company that produces plant-based meat and egg products,Plant-based,"Meat,Eggs",Specialized (focused on alternative proteins),End product formulation and manufacturing,"Ground meat/seafood,Eggs,Other meat/seafood",,"Pea,Soy,Chickpea","U.S. and Canada,Europe",Spain,,Madrid,https://www.revolugreen.com,2021,,1631539606825.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/f8dlE04b20AR6zR8uZH9Gg/Qie2gnepP01ShsXXPgEADcPyoU2aM94Dq1kW4hjM7wFNGn8A_9DMFqitbfaJzHHOx1uLl6vZqJqdMeSlQITFbRm5j9Y4eVD-MBSV48fSFE73mRYAurSZb_JjOgcmCkpynhTqPIR6I_-QctruPMifQA/--nrD0KyZtF1ivhreEg6SzblQNvrQCIQAVx4jwHbPSU)
TiNDLE Foods (Next Gen Foods),"US-based company that produces plant-based meat products, including chicken.",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,Chicken,"Soy,Wheat",U.S. and Canada,United States,Illinois,Chicago,https://tindle.com/,2020,,1650475160586 (1).jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/8vFagtjKdlTelEJ4oQVjSg/ANy_hbXRSOlfKx_8C1TgbZ8iQOO0sLttfXYzju3GIEmYuH-LPVhOZs_m5Cu3O9aYi6AwSYkN4TVY0wjXIi0zsq4i41hXd-HZf3nTbXF-rN15qiDxYdO62DSgly9B6o9Jnq0u08thNZs8A6tVeMd1fg/MMhDsuj5xy5iq9XlV30zSPYoW0SvP5DWY03KaUeIKpE)
Umaro Foods (Trophic) ,"U.S.-based company that produces plant-based meat products, starting with bacon, using ocean farmed seaweed.  ",Plant-based,Meat,Specialized (focused on alternative proteins),"End product formulation and manufacturing,Crop development",Whole muscle meat/seafood,Pork,"Seaweed,Chickpea,Coconut,Sunflower",U.S. and Canada,United States,California,Albany,https://www.umarofoods.com/,2022,"Beth Zotter, Amanda Stiles",umaro_foods_logo.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/wOIfBR1-DeWrBGhsPn4-KA/iC3sHKqx4hrE8HpplkYe_iTJ4K4ZytjcycDWWLmrl5wOnDXd2M5kcYxU2v328litVbjzuZMUC1OHX-HzUvtDVt40thaDZ6sajyR9Pblwk-cK9p3ZdoSB8kWlmaRtrYd0SYPfOZ281vCyg-vTWh-R2g/qxd7m_keZJPKfj6HH--2bxivL6RdchOzMmqgIKOD9Mw)
